spectrum_identity,material
trona__r050228-1__infrared__infrared_data_processed__904,mineral
trona__r050228__raman__514__0__unoriented__raman_data_processed__16326,mineral
trona__r050499-1__infrared__infrared_data_processed__938,mineral
trona__r050499__raman__514__0__unoriented__raman_data_processed__16320,mineral
trona__r050499__raman__532__0__unoriented__raman_data_processed__27313,mineral
trona__r050499__raman__780__0__unoriented__raman_data_processed__27311,mineral
tropacocaine hcl (lot #21f0236),other material
ts9131 2nd layer b,other material
tsaregorodtsevite,mineral
tsaregorodtsevite__r060033-1__infrared__infrared_data_processed__1169,mineral
tsaregorodtsevite__r060033__raman__532__0__unoriented__raman_data_processed__26839,mineral
tsaregorodtsevite__r060033__raman__780__0__unoriented__raman_data_processed__26835,mineral
tsaregorodtsevite__r060373__raman__532__0__unoriented__raman_data_processed__34303,mineral
tsaregorodtsevite__r060373__raman__780__0__unoriented__raman_data_processed__34305,mineral
tschermigite,mineral
tschermigite__r050276-1__infrared__infrared_data_processed__578,mineral
tschermigite__r050276__raman__514__0__unoriented__raman_data_processed__10698,mineral
tschermigite__r050276__raman__532__0__unoriented__raman_data_processed__28413,mineral
tschermigite__r050276__raman__780__0__unoriented__raman_data_processed__28415,mineral
tschernichite,mineral
tschernichite__r060482__raman__532__0__unoriented__raman_data_processed__10010,mineral
tsepinite-ca,mineral
tsepinite-k,mineral
tsepinite-na,mineral
tsepiniteca__r060833__raman__532__0__unoriented__raman_data_processed__14108,mineral
tsepinitek__r070215__raman__532__0__unoriented__raman_data_processed__20169,mineral
tsepinitek__r070215__raman__785__0__unoriented__raman_data_processed__20171,mineral
tsepinitena__r070241__raman__532__0__unoriented__raman_data_processed__20182,mineral
tsumcorite,mineral
tsumcorite__r060081__raman__532__0__unoriented__raman_data_processed__27574,mineral
tsumcorite__r060081__raman__780__0__unoriented__raman_data_processed__27576,mineral
tsumcorite__r100185__raman__532__0__unoriented__raman_data_processed__34782,mineral
tsumcorite__r100185__raman__780__0__unoriented__raman_data_processed__34784,mineral
tsumcorite__r110036__raman__532__0__unoriented__raman_data_processed__35347,mineral
tsumcorite__r110036__raman__780__0__unoriented__raman_data_processed__35349,mineral
tsumebite,mineral
tsumebite__r070446__raman__532__0__unoriented__raman_data_processed__21887,mineral
tsumebite__r070446__raman__785__0__unoriented__raman_data_processed__25996,mineral
tsumebite__r080020__raman__532__0__unoriented__raman_data_processed__26303,mineral
tsumebite__r080020__raman__780__0__unoriented__raman_data_processed__26305,mineral
tsumgallite,mineral
tsumgallite__r100125__raman__532__0__unoriented__raman_data_processed__35246,mineral
tsumgallite__r100125__raman__780__0__unoriented__raman_data_processed__35244,mineral
tsumoite,mineral
tsumoite__r080089__raman__532__0__unoriented__raman_data_processed__29661,mineral
"tuff, volcanic, from mt. bental, golan heights",mineral
tugarinovite,mineral
tugarinovite__r100218__raman__532__0__unoriented__raman_data_processed__35146,mineral
tugtupite,mineral
tugtupite__r050278-1__infrared__infrared_data_processed__579,mineral
tugtupite__r050278__raman__514__0__unoriented__raman_data_processed__10700,mineral
tugtupite__r050278__raman__532__0__unoriented__raman_data_processed__28430,mineral
tugtupite__r050278__raman__780__0__unoriented__raman_data_processed__28432,mineral
tugtupite__r050562__raman__532__0__unoriented__raman_data_processed__32422,mineral
tugtupite__r050562__raman__780__0__unoriented__raman_data_processed__32425,mineral
tuite,mineral
tuite__r120115__raman__532__0__unoriented__raman_data_processed__37065,mineral
tuite__r120115__raman__780__0__unoriented__raman_data_processed__37067,mineral
tumchaite,mineral
tumchaite__r070047__raman__532__0__unoriented__raman_data_processed__32373,mineral
tundrite-(ce),mineral
tundritece__r060837__raman__532__0__unoriented__raman_data_processed__12929,mineral
tunellite,mineral
tunellite__r050283-1__infrared__infrared_data_processed__740,mineral
tunellite__r050283__raman__514__0__unoriented__raman_data_processed__10712,mineral
tunellite__r050283__raman__532__0__unoriented__raman_data_processed__28579,mineral
tunellite__r050283__raman__780__0__unoriented__raman_data_processed__28577,mineral
tunellite__r070755__raman__532__0__unoriented__raman_data_processed__24982,mineral
tunellite__r070755__raman__780__0__unoriented__raman_data_processed__24980,mineral
tungstenite,mineral
tungstenite__r070616__raman__532__0__unoriented__raman_data_processed__28379,mineral
tungstenite__r070616__raman__780__0__unoriented__raman_data_processed__28380,mineral
tungstite,mineral
tungstite__r050452__raman__532__0__unoriented__raman_data_processed__30851,mineral
tungusite,mineral
tungusite__r070757__raman__532__0__unoriented__raman_data_processed__25003,mineral
tungusite__r070757__raman__780__0__unoriented__raman_data_processed__25000,mineral
tunisite,mineral
tunisite__r060776__raman__532__0__unoriented__raman_data_processed__30810,mineral
tunisite__r060776__raman__785__0__unoriented__raman_data_processed__30811,mineral
tuperssuatsiaite,mineral
tuperssuatsiaite__r050223__raman__532__0__unoriented__raman_data_processed__6381,mineral
turkestanite,mineral
turkestanite__r060525__raman__532__0__unoriented__raman_data_processed__35771,mineral
turneaureite,mineral
turneaureite__r070758__raman__532__0__unoriented__raman_data_processed__24994,mineral
turneaureite__r070758__raman__780__0__unoriented__raman_data_processed__24992,mineral
turquoise,mineral
turquoise (wards),other material
turquoise__r050225-1__infrared__infrared_data_processed__1099,mineral
turquoise__r050225-1__infrared__infrared_data_processed__900,mineral
turquoise__r050225__raman__514__0__unoriented__raman_data_processed__10622,mineral
turquoise__r050225__raman__532__0__unoriented__raman_data_processed__28037,mineral
turquoise__r050225__raman__780__0__unoriented__raman_data_processed__28041,mineral
turquoise__r050418__raman__532__0__unoriented__raman_data_processed__7242,mineral
turquoise__r050554-1__infrared__infrared_data_processed__741,mineral
turquoise__r050554__raman__532__0__unoriented__raman_data_processed__32360,mineral
turtmannite,mineral
turtmannite__r070089__raman__532__0__unoriented__raman_data_processed__17352,mineral
tuscanite,mineral
tuscanite__r050324__raman__532__0__unoriented__raman_data_processed__28876,mineral
tuscanite__r050324__raman__780__0__unoriented__raman_data_processed__28879,mineral
tuscanite__r060605__raman__532__0__unoriented__raman_data_processed__10020,mineral
tuzlaite,mineral
tuzlaite__r120036__raman__532__0__unoriented__raman_data_processed__36349,mineral
tuzlaite__r120036__raman__780__0__unoriented__raman_data_processed__36351,mineral
tvalchrelidzeite,mineral
tvalchrelidzeite__r061128__raman__532__0__unoriented__raman_data_processed__16499,mineral
tvalchrelidzeite__r061128__raman__785__0__unoriented__raman_data_processed__16501,mineral
tveitite-(y),mineral
tweddillite,mineral
tweddillite__r120125__raman__532__0__unoriented__raman_data_processed__38099,mineral
tweddillite__r120125__raman__780__0__unoriented__raman_data_processed__38103,mineral
tychite,mineral
tychite__r050218__raman__532__0__unoriented__raman_data_processed__28006,mineral
tychite__r050218__raman__780__0__unoriented__raman_data_processed__28004,mineral
tychite__r060700__raman__532__0__unoriented__raman_data_processed__30380,mineral
tychite__r060700__raman__785__0__unoriented__raman_data_processed__30379,mineral
tylose,other material
tylose2,other material
tyrolite,mineral
tyrolite__r050231__raman__514__0__unoriented__raman_data_processed__10630,mineral
tyrolite__r050231__raman__532__0__unoriented__raman_data_processed__28068,mineral
tyrolite__r050571__raman__532__0__unoriented__raman_data_processed__32492,mineral
tyrrellite,mineral
tyrrellite__r060481__raman__532__0__unoriented__raman_data_processed__36959,mineral
tyrrellite__r060481__raman__780__0__unoriented__raman_data_processed__36961,mineral
tyuyamunite,mineral
tyuyamunite__r060983__raman__532__0__unoriented__raman_data_processed__13838,mineral
tyuyamunite__r060983__raman__785__0__unoriented__raman_data_processed__13836,mineral
tyuyamunite__r070232__raman__532__0__unoriented__raman_data_processed__20130,mineral
tyuyamunite__r070232__raman__785__0__unoriented__raman_data_processed__20128,mineral
u-47700 base (lot #0479029-24),other material
u-47700 hcl (lot #rm-160614-01),other material
u-47931e (lot #0541816-1),other material
u-48800 hcl (lot #0512636-7),other material
u-49900 (lot #0497502-22),other material
u-51754 hcl (lot #0505031-15),other material
uchucchacuaite,mineral
uchucchacuaite__r070760__raman__532__0__unoriented__raman_data_processed__24974,mineral
uchucchacuaite__r070760__raman__780__0__unoriented__raman_data_processed__29034,mineral
uchucchacuaite__r100213__raman__532__0__unoriented__raman_data_processed__35114,mineral
uchucchacuaite__r100213__raman__780__0__unoriented__raman_data_processed__35116,mineral
uhmw,poly(ethylene)
uldpe,poly(ethylene)
ulexite,mineral
ulexite__r050062-1__infrared__infrared_data_processed__339,mineral
ulexite__r050062__raman__514__0__unoriented__raman_data_processed__11043,mineral
ulexite__r050062__raman__532__0__unoriented__raman_data_processed__21228,mineral
ulexite__r050062__raman__785__0__unoriented__raman_data_processed__21226,mineral
ulexite__r050491-1__infrared__infrared_data_processed__920,mineral
ulexite__r050491__raman__532__0__unoriented__raman_data_processed__31646,mineral
ulexite__r050491__raman__780__0__unoriented__raman_data_processed__31648,mineral
ullmannite,mineral
ullmannite__r050247-1__infrared__infrared_data_processed__1108,mineral
ullmannite__r050247-1__infrared__infrared_data_processed__908,mineral
ullmannite__r050247__raman__785__0__unoriented__raman_data_processed__22063,mineral
ullmannite__r070541__raman__532__0__unoriented__raman_data_processed__22727,mineral
ulrichite,mineral
ulrichite__r070748__raman__532__0__unoriented__raman_data_processed__24930,mineral
ulrichite__r070748__raman__780__0__unoriented__raman_data_processed__24928,mineral
ultramarine nat 10510_532,other material
ultramarine nat 10510_532_diopside,other material
ultramarine nat 10510_532_hematite,other material
ultramarine nat 10510_638,other material
ultramarine nat 10510_785,other material
umangite,mineral
umangite__r070019__raman__532__0__unoriented__raman_data_processed__16941,mineral
umangite__r070019__raman__785__0__unoriented__raman_data_processed__16943,mineral
umohoite,mineral
umohoite__r061135__raman__532__0__unoriented__raman_data_processed__16730,mineral
umohoite__r061135__raman__785__0__unoriented__raman_data_processed__16728,mineral
umwelt/pest,polyesters
umwelt/polystyrol,polystyrene
umwelt/polyvinylchlorid,poly(vinyl chloride)
umwelt/vinylidene chloride,other plastic
ur-144 (lot #alb214-11),other material
uralborite,mineral
uralborite__r061140__raman__532__0__unoriented__raman_data_processed__16704,mineral
uralborite__r061140__raman__785__0__unoriented__raman_data_processed__16706,mineral
uralolite,mineral
uralolite__r070749__raman__532__0__unoriented__raman_data_processed__24955,mineral
uramarsite,mineral
uramarsite__r061122__raman__532__0__unoriented__raman_data_processed__16380,mineral
uramarsite__r061122__raman__785__0__unoriented__raman_data_processed__16378,mineral
uraninite,mineral
uranophane-alpha,mineral
uranophane-beta,mineral
uranophanealpha__r050380__raman__532__0__unoriented__raman_data_processed__29707,mineral
uranophanealpha__r050380__raman__780__0__unoriented__raman_data_processed__29709,mineral
uranophanealpha__r070038__raman__532__0__unoriented__raman_data_processed__16866,mineral
uranophanealpha__r070584__raman__532__0__unoriented__raman_data_processed__23057,mineral
uranophanealpha__r070584__raman__780__0__unoriented__raman_data_processed__23059,mineral
uranophanebeta__r060962__raman__532__0__unoriented__raman_data_processed__19653,mineral
uranophanebeta__r060962__raman__785__0__unoriented__raman_data_processed__13402,mineral
uranophanebeta__r120075__raman__532__0__unoriented__raman_data_processed__36482,mineral
uranophanebeta__r120075__raman__780__0__unoriented__raman_data_processed__36484,mineral
uranopilite,mineral
uranpyrochlore__r060165__raman__532__0__unoriented__raman_data_processed__33149,mineral
uranpyrochlore__r080058__raman__532__0__unoriented__raman_data_processed__29518,mineral
urb 597 (lot #alb223-1),other material
urb-754 (lot #0438238-10),other material
urb602 (lot #0438099-15),other material
urea,other material
urea (baker),other material
uric acid,other material
urusovite,mineral
urusovite__r061114__raman__532__0__unoriented__raman_data_processed__16388,mineral
urusovite__r061114__raman__785__0__unoriented__raman_data_processed__16386,mineral
ushkovite,mineral
ussingite,mineral
ussingite__r070562__raman__532__0__unoriented__raman_data_processed__22954,mineral
ussingite__r070562__raman__785__0__unoriented__raman_data_processed__22956,mineral
utahite,mineral
uvarovite,mineral
uvarovite__r060477__raman__532__0__unoriented__raman_data_processed__31830,mineral
uvarovite__r060477__raman__780__0__unoriented__raman_data_processed__31827,mineral
uvarovite__r061041-1__infrared__infrared_data_processed__338,mineral
